bfs_nr,municipality,canton,bfs_municipality_type_2012_25,electric_car_share,electric_car_count,electric_car_share_last_change,electric_car_charging_spot_count,electric_cars_per_charging_spot,electric_car_charging_spot_last_change,solar_potential_usage,solar_power_installed_kwp,solar_potential_usage_last_change,renewable_heating_share,renewable_heating_count,non_renewable_heating_count,no_heating_count,renewable_heating_share_coverage,renewable_heating_share_last_change,elec_consumption_mwh_per_year_per_capita,elec_consumption_households_mwh_per_year_per_capita,elec_consumption_mwh_per_year,elec_consumption_households_mwh_per_year,elec_consumption_date_from,elec_consumption_date_until,renelec_production_mwh_per_year_per_capita,renelec_production_mwh_per_year,renelec_production_water_mwh_per_year,renelec_production_solar_mwh_per_year,renelec_production_wind_mwh_per_year,renelec_production_biomass_mwh_per_year,renelec_production_waste_mwh_per_year,renelec_production_date_from,renelec_production_date_until
3714,Rheinwald,GR,338,0.014368,5,2024-09-30,2,2.5,2024-10-21,0.021598,438,2024-04-15,0.663212,256,130,754,0.939819,2024-10-01,16.995,6.629,9473,3695,2023-09-01,2024-08-31,30.0108,16728,16388,340,0,0,0,2023-10-01,2024-09-30
3715,Muntogna da Schons,GR,335,0.053279,13,2024-09-30,0,,2024-10-21,0.073117,767,2024-07-08,0.865497,296,46,38,0.883721,2024-09-20,7.665,4.5945,3043,1824,2023-09-01,2024-08-31,1.6474,654,0,654,0,0,0,2023-10-01,2024-09-30
3721,Bonaduz,GR,226,0.04469,93,2024-09-30,0,,2024-10-21,0.12483,2846,2024-10-07,0.531088,410,362,381,0.947412,2024-10-16,5.822,2.0112,20808,7188,2023-09-01,2024-08-31,0.6077,2172,0,2172,0,0,0,2023-10-01,2024-09-30
3722,Domat/Ems,GR,216,0.030827,148,2024-09-30,2,74.0,2024-10-21,0.126223,7675,2024-10-07,0.390062,628,982,41,0.976345,2024-10-21,7.557,1.7618,62569,14587,2023-09-01,2024-08-31,23.9237,198079,113724,5695,0,78661,0,2023-10-01,2024-09-30
3723,Rhäzüns,GR,236,0.042268,41,2024-09-30,0,,2024-10-21,0.1967,2313,2024-10-07,0.578616,276,201,20,0.97451,2024-10-14,4.0617,2.0784,6783,3471,2023-09-01,2024-08-31,1.0479,1750,38,1712,0,0,0,2023-10-01,2024-09-30
3731,Felsberg,GR,226,0.038854,61,2024-09-30,0,,2024-10-21,0.278727,4109,2024-10-07,0.483254,303,324,338,0.944227,2024-08-12,3.0389,1.8209,8693,5209,2023-09-01,2024-08-31,1.1868,3395,0,3395,0,0,0,2023-10-01,2024-09-30
3732,Flims,GR,314,0.050532,95,2024-09-30,14,6.8,2024-10-21,0.029008,1401,2024-10-07,0.378799,511,838,67,0.939615,2024-10-22,9.8742,4.5878,29204,13569,2023-09-01,2024-08-31,13.8311,40907,39729,939,0,239,0,2023-10-01,2024-09-30
3733,Tamins,GR,237,0.03856,30,2024-09-30,0,,2024-10-21,0.10651,1070,2024-10-07,0.558091,269,213,269,0.957908,2024-07-02,3.6939,2.6072,4429,3126,2023-09-01,2024-08-31,0.7048,845,0,845,0,0,0,2023-10-01,2024-09-30
3734,Trin,GR,338,0.046943,43,2024-09-30,0,,2024-10-21,0.06949,1083,2024-10-07,0.61374,402,253,414,0.946018,2024-09-15,4.9558,3.1958,7518,4848,2023-09-01,2024-08-31,26.3573,39984,39156,828,0,0,0,2023-10-01,2024-09-30
3746,Zernez,GR,334,0.028285,31,2024-09-30,12,2.6,2024-10-21,0.013901,330,2024-10-07,0.551532,396,322,106,0.936364,2024-08-26,8.3455,4.987,12807,7653,2023-09-01,2024-08-31,102.3948,157135,156472,251,0,412,0,2023-10-01,2024-09-30
3752,Samnaun,GR,334,0.015437,9,2024-09-30,4,2.3,2024-10-21,0.002474,35,2024-01-24,0.2443,75,232,119,0.961625,2024-09-30,18.5753,3.8057,14916,3056,2023-09-01,2024-08-31,8.6264,6927,6900,27,0,0,0,2023-10-01,2024-09-30
3762,Scuol,GR,314,0.029116,84,2024-09-30,31,2.7,2024-10-21,0.026901,1915,2024-09-09,0.490041,1304,1357,1123,0.990576,2024-10-22,12.8967,7.5853,59402,34938,2023-09-01,2024-08-31,263.5701,1214004,1212215,1570,0,220,0,2023-10-01,2024-09-30
3764,Valsot,GR,338,0.00817,5,2024-09-30,0,,2024-10-21,0.098781,1718,2024-10-07,0.628319,355,210,89,0.974665,2024-10-02,12.9837,10.159,10535,8243,2023-09-01,2024-08-31,432.6251,351032,349829,1203,0,0,0,2023-10-01,2024-09-30
3781,Bever,GR,338,0.022936,10,2024-09-30,2,5.0,2024-10-21,0.013872,122,2024-09-09,0.25,54,162,143,0.927649,2023-08-31,7.3724,3.1148,4419,1867,2023-09-01,2024-08-31,0.3187,191,0,99,0,92,0,2023-10-01,2024-09-30
3782,Celerina/Schlarigna,GR,334,0.017958,19,2024-09-30,4,4.8,2024-10-21,0.00885,203,2024-04-15,0.092437,44,432,334,0.952941,2024-10-03,13.0137,4.6874,18024,6492,2023-09-01,2024-08-31,12.7155,17611,17425,187,0,0,0,2023-10-01,2024-09-30
3783,Madulain,GR,338,0.011299,2,2024-09-30,2,1.0,2024-10-21,0.008112,37,2024-07-08,0.126126,14,97,27,0.926174,2023-07-21,6.7246,4.1498,1392,859,2023-09-01,2024-08-31,33.2077,6874,6847,27,0,0,0,2023-10-01,2024-09-30
3784,Pontresina,GR,314,0.027389,43,2024-09-30,52,0.8,2024-10-21,0.018128,449,2024-05-13,0.211293,116,433,284,0.971995,2024-08-14,12.291,3.5988,25430,7446,2023-09-01,2024-08-31,4.3688,9039,8679,360,0,0,0,2023-10-01,2024-09-30
3785,La Punt Chamues-ch,GR,338,0.045217,26,2024-09-30,5,5.2,2024-10-21,0.031542,391,2023-12-11,0.271084,90,242,54,0.910377,2023-07-24,9.017,5.3395,6348,3759,2023-09-01,2024-08-31,0.456,321,0,321,0,0,0,2023-10-01,2024-09-30
3786,Samedan,GR,314,0.024643,50,2024-09-30,24,2.1,2024-10-21,0.023486,803,2024-08-06,0.240741,143,451,177,0.901754,2024-05-31,8.144,2.9378,23580,8506,2023-09-01,2024-08-31,1.6164,4680,4007,673,0,0,0,2023-10-01,2024-09-30
3787,St. Moritz,GR,134,0.026754,122,2024-09-30,22,5.5,2024-10-21,0.011191,658,2024-10-07,0.046305,47,968,535,0.986633,2024-09-26,15.9823,3.6063,78665,17750,2023-09-01,2024-08-31,0.1085,534,0,534,0,0,0,2023-10-01,2024-09-30
3788,S-chanf,GR,338,0.006838,4,2024-09-30,0,,2024-10-21,0.117909,1615,2024-09-09,0.465455,128,147,110,0.876993,2023-09-14,6.2602,3.5953,4461,2562,2023-09-01,2024-08-31,1.8762,1337,51,1286,0,0,0,2023-10-01,2024-09-30
3789,Sils im Engadin/Segl,GR,334,0.030457,18,2024-09-30,2,9.0,2024-10-21,0.004561,69,2023-03-29,0.336158,119,235,21,0.866051,2024-10-15,19.3069,5.0244,13426,3494,2023-09-01,2024-08-31,3.0012,2087,2030,57,0,0,0,2023-10-01,2024-09-30
3790,Silvaplana,GR,334,0.026382,21,2024-09-30,5,4.2,2024-10-21,0.000735,14,2024-01-15,0.12065,52,379,76,0.954802,2024-03-27,14.4163,4.5173,15411,4829,2023-09-01,2024-08-31,6.9055,7382,7033,11,0,338,0,2023-10-01,2024-09-30
3791,Zuoz,GR,334,0.021687,18,2024-09-30,6,3.0,2024-10-21,0.01585,290,2023-11-13,0.193154,79,330,78,0.905204,2024-03-14,10.3587,4.2914,12938,5360,2023-09-01,2024-08-31,0.6693,836,289,241,0,306,0,2023-10-01,2024-09-30
3792,Bregaglia,GR,334,0.019656,24,2024-09-30,12,2.0,2024-10-21,0.017786,625,2023-03-29,0.478747,642,699,159,0.965873,2024-08-14,15.6533,10.8593,24920,17288,2023-09-01,2024-08-31,333.8172,531437,530899,539,0,0,0,2023-10-01,2024-09-30
3804,Buseno,GR,235,0.0,0,2024-09-30,0,,2024-10-21,0.007237,17,2023-03-25,0.787709,141,38,280,0.923541,2024-08-20,11.4938,10.4938,931,850,2023-09-01,2024-08-31,0.1481,12,0,12,0,0,0,2023-10-01,2024-09-30
3805,Castaneda,GR,338,0.032432,6,2024-09-30,0,,2024-10-21,0.083665,273,2024-08-06,0.279793,54,139,134,0.939655,2024-05-07,9.7504,8.3585,2578,2210,2023-09-01,2024-08-31,0.8018,212,0,212,0,0,0,2023-10-01,2024-09-30
3808,Rossa,GR,338,0.013793,2,2024-09-30,0,,2024-10-21,0.005912,20,2023-05-01,0.624224,201,121,25,0.974719,2024-10-16,14.8528,13.7791,2421,2246,2023-09-01,2024-08-31,1.7239,281,267,14,0,0,0,2023-10-01,2024-09-30
3810,Santa Maria in Calanca,GR,237,0.040404,4,2024-09-30,0,,2024-10-21,0.018013,66,2024-10-07,0.612613,136,86,233,0.963983,2024-03-20,10.2756,9.5748,1305,1216,2023-09-01,2024-08-31,0.3543,45,0,45,0,0,0,2023-10-01,2024-09-30
3821,Lostallo,GR,338,0.033661,24,2024-09-30,0,,2024-10-21,0.15017,1059,2024-09-09,0.302326,117,270,21,0.898678,2024-10-10,8.8468,6.8626,7856,6094,2023-09-01,2024-08-31,87.161,77399,76707,691,0,0,0,2023-10-01,2024-09-30
3822,Mesocco,GR,338,0.044592,47,2024-09-30,3,15.7,2024-10-21,0.031154,721,2024-10-07,0.317976,421,903,684,0.94896,2024-08-28,16.7278,13.2278,22984,18175,2023-09-01,2024-08-31,65.2642,89673,89185,487,0,0,0,2023-10-01,2024-09-30
3823,Soazza,GR,338,0.049505,15,2024-09-30,0,,2024-10-21,0.040743,147,2024-09-09,0.453815,113,136,365,0.954899,2024-08-28,10.7561,8.8571,3642,2999,2023-09-01,2024-08-31,774.6899,262310,262217,94,0,0,0,2023-10-01,2024-09-30
3831,Cama,GR,338,0.032733,20,2024-09-30,0,,2024-10-21,0.066467,310,2024-10-07,0.146853,42,244,11,0.967427,2024-09-23,7.5842,5.9689,5362,4220,2023-09-01,2024-08-31,0.297,210,0,210,0,0,0,2023-10-01,2024-09-30
3832,Grono,GR,338,0.026374,36,2024-09-30,0,,2024-10-21,0.065726,1020,2024-09-09,0.342237,205,394,59,0.974815,2024-04-04,6.7348,3.9668,10645,6270,2023-09-01,2024-08-31,65.3284,103258,102572,687,0,0,0,2023-10-01,2024-09-30
3834,Roveredo (GR),GR,338,0.027204,54,2024-09-30,0,,2024-10-21,0.053695,1098,2024-10-07,0.449681,563,689,161,0.987421,2024-07-05,5.6719,4.0753,15187,10912,2023-09-01,2024-08-31,36.1133,96697,95952,746,0,0,0,2023-10-01,2024-09-30
3835,San Vittore,GR,226,0.032468,25,2024-09-30,0,,2024-10-21,0.118195,1854,2024-10-07,0.485437,200,212,16,0.949002,2024-10-16,10.9636,4.0955,9830,3672,2023-09-01,2024-08-31,1.6284,1460,86,1374,0,0,0,2023-10-01,2024-09-30
3837,Calanca,GR,338,0.02,3,2024-09-30,2,1.5,2024-10-21,0.005392,30,2023-03-29,0.654155,244,129,533,0.825137,2024-10-15,26.8894,13.3673,6077,3021,2023-09-01,2024-08-31,22.5885,5105,5081,23,0,0,0,2023-10-01,2024-09-30
3847,Val Müstair,GR,334,0.013228,15,2024-09-30,7,2.1,2024-10-21,0.058724,1986,2024-10-07,0.55006,456,373,636,0.943943,2024-10-09,9.6248,4.7925,13546,6745,2023-09-01,2024-08-31,14.9396,21026,19502,1524,0,0,0,2023-10-01,2024-09-30
3851,Davos,GR,134,0.028207,177,2024-09-30,66,2.7,2024-10-21,0.027279,3772,2024-10-07,0.328182,998,2043,2567,0.958305,2024-10-22,10.4639,3.991,111424,42498,2023-09-01,2024-08-31,1.6627,17705,13981,2924,0,799,0,2023-10-01,2024-09-30
3861,Fideris,GR,335,0.022222,10,2024-09-30,0,,2024-10-21,0.042007,622,2024-10-07,0.819277,408,90,382,0.949299,2024-09-19,6.0689,4.3762,3736,2694,2023-09-01,2024-08-31,0.7294,449,0,449,0,0,0,2023-10-01,2024-09-30
3862,Furna,GR,335,0.0,0,2024-09-30,0,,2024-10-21,0.045224,392,2024-10-07,0.890244,219,27,244,0.960784,2023-07-21,12.9645,5.0508,2554,995,2023-09-01,2024-08-31,1.467,289,0,289,0,0,0,2023-10-01,2024-09-30
3863,Jenaz,GR,338,0.017995,14,2024-09-30,3,4.7,2024-10-21,0.055013,890,2024-10-07,0.619403,332,204,454,0.951923,2024-10-02,5.3299,3.1236,6124,3589,2023-09-01,2024-08-31,0.5735,659,0,659,0,0,0,2023-10-01,2024-09-30
3871,Klosters,GR,314,0.019212,60,2024-09-30,22,2.7,2024-10-21,0.025726,1930,2024-10-07,0.364323,772,1347,2014,0.906161,2024-10-09,9.0751,4.4284,40012,19525,2023-09-01,2024-08-31,15.4262,68014,66496,1455,0,63,0,2023-10-01,2024-09-30
3881,Conters im Prättigau,GR,338,0.022388,3,2024-09-30,0,,2024-10-21,0.021803,133,2024-10-07,0.775281,138,40,271,0.976087,2024-02-10,6.2671,4.3725,1558,1087,2023-09-01,2024-08-31,2.5623,637,545,92,0,0,0,2023-10-01,2024-09-30
3882,Küblis,GR,338,0.021305,16,2024-09-30,7,2.3,2024-10-21,0.093943,1126,2024-10-07,0.524862,190,172,270,0.923977,2024-10-08,6.3732,2.8292,5857,2600,2023-09-01,2024-08-31,204.444,187884,187085,799,0,0,0,2023-10-01,2024-09-30
3891,Luzein,GR,335,0.0375,36,2024-09-30,2,18.0,2024-10-21,0.051975,1992,2024-10-07,0.734104,889,322,969,0.982867,2024-08-29,7.245,5.065,11918,8332,2023-09-01,2024-08-31,5.6809,9345,8073,1272,0,0,0,2023-10-01,2024-09-30
3901,Chur,GR,121,0.042563,843,2024-09-30,65,13.0,2024-10-21,0.095963,18490,2024-10-07,0.244703,1201,3707,379,0.958832,2024-10-18,4.9716,1.5139,192543,58631,2023-09-01,2024-08-31,2.0923,81031,58288,13682,5014,4047,0,2023-10-01,2024-09-30
3911,Churwalden,GR,338,0.037217,46,2024-09-30,2,23.0,2024-10-21,0.054406,1936,2024-10-07,0.448503,614,755,930,0.951967,2024-10-24,10.9275,4.6643,24117,10294,2023-09-01,2024-08-31,4.9162,10850,9406,1444,0,0,0,2023-10-01,2024-09-30
3921,Arosa,GR,314,0.035768,71,2024-09-30,23,3.1,2024-10-21,0.016573,1196,2024-10-07,0.513487,1066,1010,69,0.976776,2024-10-25,16.7769,6.7217,50767,20340,2023-09-01,2024-08-31,28.4045,85952,85036,916,0,0,0,2023-10-01,2024-09-30
3932,Tschiertschen-Praden,GR,237,0.011299,2,2024-09-30,0,,2024-10-21,0.017753,155,2024-01-15,0.465296,181,208,23,0.978622,2024-01-16,20.7351,9.2947,6262,2807,2023-09-01,2024-08-31,0.3742,113,0,113,0,0,0,2023-10-01,2024-09-30
3945,Trimmis,GR,226,0.029333,66,2024-09-30,4,16.5,2024-10-21,0.096616,2624,2024-10-07,0.445521,368,458,83,0.981641,2024-10-08,4.0144,1.8043,13788,6197,2023-09-01,2024-08-31,6.1699,21191,655,1971,0,0,18565,2023-10-01,2024-09-30
3946,Untervaz,GR,226,0.032571,57,2024-09-30,4,14.3,2024-10-21,0.102059,2751,2024-10-07,0.507519,405,393,63,0.980638,2024-10-10,14.7238,2.2015,38865,5811,2023-09-01,2024-08-31,0.7456,1968,0,1968,0,0,0,2023-10-01,2024-09-30
3947,Zizers,GR,137,0.038492,97,2024-09-30,13,7.5,2024-10-21,0.135768,4413,2024-10-07,0.339372,281,547,505,0.892833,2024-09-26,5.4455,2.1255,19607,7653,2023-09-01,2024-08-31,0.926,3334,0,3334,0,0,0,2023-10-01,2024-09-30
3951,Fläsch,GR,325,0.047386,29,2024-09-30,9,3.2,2024-10-21,0.088057,727,2024-10-07,0.621145,141,86,247,0.913295,2024-05-02,3.8018,2.1053,3357,1859,2023-09-01,2024-08-31,0.6433,568,0,548,20,0,0,2023-10-01,2024-09-30
3952,Jenins,GR,338,0.041796,27,2024-09-30,0,,2024-10-21,0.074792,629,2024-09-09,0.465455,128,147,249,0.96679,2024-06-06,4.2417,2.3911,4089,2305,2023-09-01,2024-08-31,3.8195,3682,3209,473,0,0,0,2023-10-01,2024-09-30
3953,Maienfeld,GR,327,0.057918,143,2024-09-30,23,6.2,2024-10-21,0.186326,5775,2024-10-07,0.601476,489,324,605,0.952317,2024-10-21,6.0309,2.4406,19534,7905,2023-09-01,2024-08-31,1.5304,4957,382,4576,0,0,0,2023-10-01,2024-09-30
3954,Malans,GR,338,0.060897,95,2024-09-30,2,47.5,2024-10-21,0.094254,2208,2024-09-09,0.433642,281,367,40,0.981455,2024-08-15,4.5104,2.2972,11590,5903,2023-09-01,2024-08-31,0.8616,2214,514,1700,0,0,0,2023-10-01,2024-09-30
3955,Landquart,GR,136,0.039868,218,2024-09-30,35,6.2,2024-10-21,0.168627,13091,2024-10-07,0.38872,641,1008,290,0.968048,2024-10-16,6.8624,1.9068,63717,17705,2023-09-01,2024-08-31,2.0252,18804,8559,9886,0,360,0,2023-10-01,2024-09-30
3961,Grüsch,GR,338,0.041468,61,2024-09-30,0,,2024-10-21,0.109869,3372,2024-09-09,0.607583,641,414,854,0.984528,2024-08-07,7.8796,3.3213,17269,7279,2023-09-01,2024-08-31,1.2005,2631,64,2567,0,0,0,2023-10-01,2024-09-30
3962,Schiers,GR,317,0.022515,41,2024-09-30,2,20.5,2024-10-21,0.047063,1427,2024-10-07,0.627213,673,400,890,0.97759,2024-03-22,5.5105,2.4302,16267,7174,2023-09-01,2024-08-31,0.4302,1270,210,1060,0,0,0,2023-10-01,2024-09-30
3972,Seewis im Prättigau,GR,338,0.023333,21,2024-09-30,0,,2024-10-21,0.042513,940,2024-09-09,0.633864,438,253,747,0.954214,2024-09-28,4.8522,2.5797,7123,3787,2023-09-01,2024-08-31,31.233,45850,44651,732,0,467,0,2023-10-01,2024-09-30
3981,Breil/Brigels,GR,334,0.022814,24,2024-09-30,4,6.0,2024-10-21,0.048593,2318,2024-10-07,0.674381,845,408,1414,0.938754,2024-09-26,11.3082,5.7459,19224,9768,2023-09-01,2024-08-31,459.6265,781365,779562,1803,0,0,0,2023-10-01,2024-09-30
3982,Disentis/Mustér,GR,334,0.036976,45,2024-09-30,24,1.9,2024-10-21,0.086426,2937,2024-10-07,0.43554,375,486,531,0.890595,2024-09-21,9.5961,4.1482,18937,8186,2023-09-01,2024-08-31,1.9631,3874,1477,2397,0,0,0,2023-10-01,2024-09-30
3983,Medel (Lucmagn),GR,335,0.031963,7,2024-09-30,0,,2024-10-21,0.027099,266,2024-09-09,0.827957,308,64,622,0.975466,2024-10-04,9.9968,6.8864,3169,2183,2023-09-01,2024-08-31,0.6467,205,0,205,0,0,0,2023-10-01,2024-09-30
3985,Sumvitg,GR,338,0.016883,13,2024-09-30,0,,2024-10-21,0.031766,856,2024-10-07,0.701729,487,207,897,0.905006,2024-09-30,6.8506,4.2883,7152,4477,2023-09-01,2024-08-31,69.0412,72079,71465,614,0,0,0,2023-10-01,2024-09-30
3986,Tujetsch,GR,334,0.036635,27,2024-09-30,8,3.4,2024-10-21,0.034929,1098,2024-10-07,0.455083,385,461,702,0.948529,2024-08-09,18.2989,9.3171,21062,10724,2023-09-01,2024-08-31,295.0321,339582,338740,842,0,0,0,2023-10-01,2024-09-30
3987,Trun,GR,338,0.032383,25,2024-09-30,2,12.5,2024-10-21,0.061899,1531,2024-09-09,0.652632,372,198,43,0.906805,2024-10-10,5.7778,3.0752,6604,3515,2023-09-01,2024-08-31,23.7673,27166,26051,1116,0,0,0,2023-10-01,2024-09-30
3988,Obersaxen Mundaun,GR,338,0.018428,15,2024-09-30,0,,2024-10-21,0.035601,1391,2024-10-07,0.43073,513,678,128,0.977761,2024-08-30,18.938,10.3261,21078,11493,2023-09-01,2024-08-31,13.0548,14530,13478,1052,0,0,0,2023-10-01,2024-09-30
4001,Aarau,AG,121,0.0531,633,2024-09-30,69,9.2,2024-10-21,0.065071,8880,2024-10-07,0.20894,832,3150,2037,0.957372,2024-10-24,7.938,2.0295,174299,44562,2023-09-01,2024-08-31,8.3653,183683,175153,6423,0,2106,0,2023-10-01,2024-09-30
4002,Biberstein,AG,227,0.066534,67,2024-09-30,2,33.5,2024-10-21,0.091903,1168,2024-09-09,0.411765,217,310,236,0.988342,2024-07-01,4.7371,3.8659,7819,6381,2023-09-01,2024-08-31,0.5325,879,0,879,0,0,0,2023-10-01,2024-09-30
4003,Buchs (AG),AG,122,0.042611,203,2024-09-30,32,6.3,2024-10-21,0.100089,5535,2024-10-07,0.231333,347,1153,825,0.911407,2024-10-01,7.7896,1.8074,66177,15355,2023-09-01,2024-08-31,4.6335,39364,0,3922,0,0,35442,2023-10-01,2024-09-30
4004,Densbüren,AG,237,0.055755,31,2024-09-30,1,31.0,2024-10-21,0.093555,1003,2024-09-09,0.602649,182,120,354,0.979104,2023-10-29,7.7575,3.8981,5815,2922,2023-09-01,2024-08-31,3.706,2778,0,740,0,2039,0,2023-10-01,2024-09-30
4005,Erlinsbach (AG),AG,123,0.041903,118,2024-09-30,8,14.8,2024-10-21,0.072499,2294,2024-10-07,0.475763,530,584,598,0.981089,2024-07-22,3.9964,2.8788,18430,13276,2023-09-01,2024-08-31,0.3595,1658,0,1658,0,0,0,2023-10-01,2024-09-30
4006,Gränichen,AG,123,0.030542,155,2024-09-30,4,38.8,2024-10-21,0.082102,4746,2024-10-07,0.380268,794,1294,1352,0.982015,2024-10-21,5.5528,2.1321,48757,18721,2023-09-01,2024-08-31,0.3907,3431,0,3431,0,0,0,2023-10-01,2024-09-30
4007,Hirschthal,AG,216,0.054142,83,2024-09-30,3,27.7,2024-10-21,0.140413,2331,2024-10-07,0.49892,231,232,265,0.95288,2023-09-29,6.3321,2.5361,10971,4394,2023-09-01,2024-08-31,1.1607,2011,277,1735,0,0,0,2023-10-01,2024-09-30
4008,Küttigen,AG,123,0.047927,185,2024-09-30,4,46.3,2024-10-21,0.102714,4375,2024-10-07,0.463458,780,903,649,0.980244,2024-09-11,3.9879,2.7309,26837,18378,2023-09-01,2024-08-31,0.4788,3222,0,3222,0,0,0,2023-10-01,2024-09-30
4009,Muhen,AG,217,0.042146,121,2024-09-30,0,,2024-10-21,0.118309,4016,2024-10-07,0.417459,483,674,622,0.978548,2024-10-01,4.6104,2.4837,19062,10269,2023-09-01,2024-08-31,0.7399,3059,0,3059,0,0,0,2023-10-01,2024-09-30
4010,Oberentfelden,AG,122,0.025545,136,2024-09-30,9,15.1,2024-10-21,0.054063,3273,2024-10-07,0.243073,386,1202,919,0.960169,2024-10-14,4.5826,1.8342,41054,16432,2023-09-01,2024-08-31,0.2647,2371,0,2371,0,0,0,2023-10-01,2024-09-30
4012,Suhr,AG,122,0.029825,172,2024-09-30,8,21.5,2024-10-21,0.06542,4548,2024-10-07,0.208536,386,1465,1011,0.952096,2024-09-11,4.4943,1.6828,50501,18909,2023-09-01,2024-08-31,0.2833,3183,0,3183,0,0,0,2023-10-01,2024-09-30
4013,Unterentfelden,AG,123,0.045089,112,2024-09-30,10,11.2,2024-10-21,0.061928,2184,2024-10-07,0.229958,218,730,450,0.963473,2024-10-18,5.5011,2.0688,24799,9326,2023-09-01,2024-08-31,0.3594,1620,0,1620,0,0,0,2023-10-01,2024-09-30
4021,Baden,AG,121,0.053635,585,2024-09-30,72,8.1,2024-10-21,0.051401,6584,2024-10-07,0.292114,1115,2702,1735,0.956087,2024-10-15,7.8314,1.7506,180874,40431,2023-09-01,2024-08-31,5.3207,122888,87085,4670,0,3130,28004,2023-10-01,2024-09-30
4022,Bellikon,AG,227,0.042962,47,2024-09-30,0,,2024-10-21,0.045153,667,2024-10-07,0.37247,184,310,214,0.969863,2024-08-30,4.3767,2.5279,6896,3983,2023-09-01,2024-08-31,0.2996,472,0,472,0,0,0,2023-10-01,2024-09-30
4023,Bergdietikon,AG,113,0.054957,102,2024-09-30,0,,2024-10-21,0.069342,1721,2024-10-07,0.476246,411,452,378,0.982581,2024-09-11,5.5898,2.6713,16728,7994,2023-09-01,2024-08-31,0.4147,1241,0,1241,0,0,0,2023-10-01,2024-09-30
4024,Birmenstorf (AG),AG,227,0.0435,87,2024-09-30,2,43.5,2024-10-21,0.079758,2201,2024-10-07,0.409561,317,457,561,0.973742,2024-10-14,5.2606,2.2788,15885,6881,2023-09-01,2024-08-31,0.6047,1826,0,1648,0,178,0,2023-10-01,2024-09-30
4026,Ennetbaden,AG,123,0.062154,101,2024-09-30,0,,2024-10-21,0.056912,909,2024-10-07,0.295396,231,551,247,0.993243,2024-10-02,3.3436,2.1463,12271,7877,2023-09-01,2024-08-31,0.182,668,0,668,0,0,0,2023-10-01,2024-09-30
4027,Fislisbach,AG,123,0.038429,135,2024-09-30,0,,2024-10-21,0.080835,2634,2024-10-07,0.328947,350,714,433,0.983574,2024-08-20,3.1264,1.7774,19393,11025,2023-09-01,2024-08-31,0.3113,1931,0,1931,0,0,0,2023-10-01,2024-09-30
4028,Freienwil,AG,237,0.044006,29,2024-09-30,0,,2024-10-21,0.048819,401,2024-09-09,0.481132,153,165,194,0.977099,2024-05-14,2.6416,1.9439,2976,2190,2023-09-01,2024-08-31,0.2681,302,0,302,0,0,0,2023-10-01,2024-09-30
4029,Gebenstorf,AG,123,0.049379,179,2024-09-30,4,44.8,2024-10-21,0.071449,2462,2024-10-07,0.268619,321,874,607,0.96158,2024-10-18,3.3853,1.7901,19603,10366,2023-09-01,2024-08-31,1.5444,8943,7168,1775,0,0,0,2023-10-01,2024-09-30
4030,Killwangen,AG,113,0.030733,39,2024-09-30,0,,2024-10-21,0.044602,597,2024-09-09,0.331183,154,311,203,0.955651,2024-08-23,5.8957,1.6857,12210,3491,2023-09-01,2024-08-31,0.212,439,0,439,0,0,0,2023-10-01,2024-09-30
4031,Künten,AG,236,0.044299,61,2024-09-30,4,15.3,2024-10-21,0.061866,946,2024-10-07,0.308468,153,343,292,0.960976,2024-06-12,4.2913,2.1584,8398,4224,2023-09-01,2024-08-31,0.3495,684,0,684,0,0,0,2023-10-01,2024-09-30
4032,Mägenwil,AG,227,0.037605,76,2024-09-30,4,19.0,2024-10-21,0.130284,3316,2024-10-07,0.33391,193,385,307,0.942492,2024-06-17,10.3781,2.247,23195,5022,2023-09-01,2024-08-31,1.0761,2405,0,2405,0,0,0,2023-10-01,2024-09-30
4033,Mellingen,AG,217,0.039733,149,2024-09-30,4,37.3,2024-10-21,0.052955,2031,2024-10-07,0.289145,301,740,475,0.930632,2024-10-14,4.1349,2.1194,25686,13166,2023-09-01,2024-08-31,0.2358,1465,0,1465,0,0,0,2023-10-01,2024-09-30
4034,Neuenhof,AG,123,0.019259,91,2024-09-30,1,91.0,2024-10-21,0.033031,1010,2024-10-07,0.13964,124,764,366,0.95,2024-10-14,2.7336,1.2042,24727,10893,2023-09-01,2024-08-31,1.4487,13104,12367,736,0,0,0,2023-10-01,2024-09-30
4035,Niederrohrdorf,AG,217,0.048852,134,2024-09-30,3,44.7,2024-10-21,0.082019,1898,2024-10-07,0.451372,362,440,446,0.988906,2024-10-24,3.3083,2.0208,15531,9487,2023-09-01,2024-08-31,0.2978,1398,0,1398,0,0,0,2023-10-01,2024-09-30
4037,Oberrohrdorf,AG,217,0.053283,142,2024-09-30,1,142.0,2024-10-21,0.063747,1728,2024-10-07,0.357374,332,597,402,0.990327,2024-10-17,3.8059,2.5608,16029,10785,2023-09-01,2024-08-31,0.3113,1311,0,1311,0,0,0,2023-10-01,2024-09-30
4038,Obersiggenthal,AG,123,0.036632,164,2024-09-30,13,12.6,2024-10-21,0.05691,2414,2024-10-07,0.387239,613,970,763,0.9853,2024-10-22,3.0348,1.7445,26976,15507,2023-09-01,2024-08-31,0.2632,2340,571,1769,0,0,0,2023-10-01,2024-09-30
