bfs_nr,municipality,canton,bfs_municipality_type_2012_25,electric_car_share,electric_car_count,electric_car_share_last_change,electric_car_charging_spot_count,electric_cars_per_charging_spot,electric_car_charging_spot_last_change,solar_potential_usage,solar_power_installed_kwp,solar_potential_usage_last_change,renewable_heating_share,renewable_heating_count,non_renewable_heating_count,no_heating_count,renewable_heating_share_coverage,renewable_heating_share_last_change,elec_consumption_mwh_per_year_per_capita,elec_consumption_households_mwh_per_year_per_capita,elec_consumption_mwh_per_year,elec_consumption_households_mwh_per_year,elec_consumption_date_from,elec_consumption_date_until,renelec_production_mwh_per_year_per_capita,renelec_production_mwh_per_year,renelec_production_water_mwh_per_year,renelec_production_solar_mwh_per_year,renelec_production_wind_mwh_per_year,renelec_production_biomass_mwh_per_year,renelec_production_waste_mwh_per_year,renelec_production_date_from,renelec_production_date_until
1127,Egolzwil,LU,326,0.047135,51,2024-09-30,2,25.5,2024-10-21,0.158097,3078,2024-10-07,0.636612,233,133,288,0.967456,2024-10-14,4.7043,2.3015,8033,3930,2023-09-01,2024-08-31,1.32,2254,0,2254,0,0,0,2023-10-01,2024-09-30
1128,Ettiswil,LU,326,0.031847,60,2024-09-30,0,,2024-10-21,0.110744,3582,2024-10-07,0.525984,334,301,538,0.945968,2024-10-10,3.7268,1.7897,10830,5201,2023-09-01,2024-08-31,0.9773,2840,0,2628,0,212,0,2023-10-01,2024-09-30
1129,Fischbach,LU,325,0.019841,10,2024-09-30,0,,2024-10-21,0.075627,907,2024-09-09,0.553299,109,88,246,0.969365,2024-07-09,4.0565,2.3631,2829,1648,2023-09-01,2024-08-31,0.9564,667,10,656,0,0,0,2023-10-01,2024-09-30
1131,Grossdietwil,LU,326,0.045936,26,2024-09-30,0,,2024-10-21,0.130003,2027,2024-09-09,0.535088,122,106,283,0.909253,2023-11-17,9.0249,2.4124,7987,2135,2023-09-01,2024-08-31,2.0102,1779,0,1504,0,275,0,2023-10-01,2024-09-30
1132,Hergiswil bei Willisau,LU,325,0.01467,18,2024-09-30,2,9.0,2024-10-21,0.142184,3862,2024-10-07,0.791045,371,98,877,0.953258,2024-06-04,4.4294,2.0116,8453,3839,2023-09-01,2024-08-31,1.4489,2765,0,2765,0,0,0,2023-10-01,2024-09-30
1135,Luthern,LU,325,0.015168,14,2024-09-30,0,,2024-10-21,0.146356,3603,2024-09-09,0.757412,281,90,677,0.949275,2024-10-16,5.4699,2.2148,6752,2734,2023-09-01,2024-08-31,2.1306,2630,0,2630,0,0,0,2023-10-01,2024-09-30
1136,Menznau,LU,326,0.026591,56,2024-09-30,1,56.0,2024-10-21,0.131773,6615,2024-10-07,0.624629,421,253,798,0.938776,2024-09-13,6.5496,2.1491,20596,6758,2023-09-01,2024-08-31,1.5064,4737,0,4737,0,0,0,2023-10-01,2024-09-30
1137,Nebikon,LU,316,0.056125,115,2024-09-30,2,57.5,2024-10-21,0.196089,5656,2024-10-21,0.354709,177,322,333,0.945455,2024-04-04,4.472,1.9402,12663,5494,2023-09-01,2024-08-31,1.4458,4094,0,4094,0,0,0,2023-10-01,2024-09-30
1139,Pfaffnau,LU,327,0.042199,76,2024-09-30,3,25.3,2024-10-21,0.104013,4191,2024-10-07,0.595029,407,277,599,0.977152,2024-06-14,5.302,2.4048,14485,6570,2023-09-01,2024-08-31,1.1116,3037,0,3033,0,4,0,2023-10-01,2024-09-30
1140,Reiden,LU,326,0.027998,145,2024-09-30,0,,2024-10-21,0.129531,10317,2024-10-07,0.449022,643,789,1268,0.949033,2024-09-16,5.6858,1.7783,42965,13438,2023-09-01,2024-08-31,1.2883,9735,952,7474,0,1309,0,2023-10-01,2024-09-30
1142,Roggliswil,LU,326,0.034429,22,2024-09-30,0,,2024-10-21,0.088313,965,2024-06-03,0.623116,124,75,219,0.910675,2024-04-10,4.8197,2.314,3849,1848,2023-09-01,2024-08-31,0.8903,711,0,711,0,0,0,2023-10-01,2024-09-30
1143,Schötz,LU,326,0.029613,95,2024-09-30,3,31.7,2024-10-21,0.130649,6392,2024-10-07,0.494092,460,471,767,0.930921,2024-09-19,4.2364,1.9962,21021,9905,2023-09-01,2024-08-31,0.9927,4926,322,4605,0,0,0,2023-10-01,2024-09-30
1145,Ufhusen,LU,325,0.020086,14,2024-09-30,0,,2024-10-21,0.13074,2306,2024-10-07,0.678431,173,82,391,0.95421,2024-05-16,3.8958,2.3074,3701,2192,2023-09-01,2024-08-31,1.7695,1681,0,1681,0,0,0,2023-10-01,2024-09-30
1146,Wauwil,LU,327,0.048387,84,2024-09-30,0,,2024-10-21,0.221091,4713,2024-10-07,0.585421,257,182,260,0.95102,2024-03-26,4.2398,2.074,11505,5628,2023-09-01,2024-08-31,2.4484,6644,0,3362,0,3281,0,2023-10-01,2024-09-30
1147,Wikon,LU,122,0.029791,30,2024-09-30,0,,2024-10-21,0.070419,1878,2024-10-07,0.52987,204,181,308,0.954545,2024-10-04,7.7663,2.1483,11373,3146,2023-09-01,2024-08-31,0.9321,1365,0,1365,0,0,0,2023-10-01,2024-09-30
1150,Zell (LU),LU,326,0.037785,58,2024-09-30,2,29.0,2024-10-21,0.121151,3997,2024-10-07,0.541586,280,237,626,0.950125,2024-06-24,9.894,2.3713,21367,5121,2023-09-01,2024-08-31,1.4271,3082,190,2892,0,0,0,2023-10-01,2024-09-30
1151,Willisau,LU,317,0.034404,166,2024-09-30,10,16.6,2024-10-21,0.159214,17069,2024-10-07,0.567156,1043,796,1846,0.934805,2024-10-21,7.4608,2.3123,68539,21242,2023-09-01,2024-08-31,1.3312,12229,190,12039,0,0,0,2023-10-01,2024-09-30
1201,Altdorf (UR),UR,137,0.036375,240,2024-09-30,19,12.6,2024-10-21,0.09165,5266,2024-10-07,0.502198,914,906,824,0.927394,2024-06-12,5.7648,2.1924,58337,22186,2023-09-01,2024-08-31,0.813,8227,3648,3779,0,800,0,2023-10-01,2024-09-30
1202,Andermatt,UR,334,0.038331,34,2024-09-30,1,34.0,2024-10-21,0.000566,13,2023-08-19,0.408676,179,259,405,0.95362,2024-06-21,16.6433,3.5918,26829,5790,2023-09-01,2024-08-31,10.8362,17468,12247,10,5211,0,0,2023-10-01,2024-09-30
1203,Attinghausen,UR,137,0.023256,23,2024-09-30,0,,2024-10-21,0.06213,683,2024-10-07,0.644359,337,186,467,0.942857,2024-08-06,5.5373,2.912,9884,5198,2023-09-01,2024-08-31,0.4913,877,381,496,0,0,0,2023-10-01,2024-09-30
1205,Bürglen (UR),UR,136,0.017348,28,2024-09-30,6,4.7,2024-10-21,0.060103,1835,2024-10-07,0.609515,679,435,1064,0.964143,2024-08-26,5.8649,2.7609,22445,10566,2023-09-01,2024-08-31,28.5451,109242,107853,1389,0,0,0,2023-10-01,2024-09-30
1206,Erstfeld,UR,226,0.020766,45,2024-09-30,12,3.8,2024-10-21,0.153363,3324,2024-09-09,0.624242,618,372,837,0.958049,2024-09-27,4.2159,2.5419,16463,9926,2023-09-01,2024-08-31,18.873,73699,71285,2414,0,0,0,2023-10-01,2024-09-30
1207,Flüelen,UR,136,0.033662,41,2024-09-30,7,5.9,2024-10-21,0.057592,699,2024-09-09,0.463357,196,227,344,0.935366,2024-04-18,5.0646,2.5098,10352,5130,2023-09-01,2024-08-31,0.57,1165,656,508,0,0,0,2023-10-01,2024-09-30
1208,Göschenen,UR,338,0.019455,5,2024-09-30,2,2.5,2024-10-21,0.012209,64,2023-08-19,0.48503,81,86,203,0.880952,2024-08-30,6.5201,4.4745,2891,1984,2023-09-01,2024-08-31,1086.7163,481850,481800,50,0,0,0,2023-10-01,2024-09-30
1209,Gurtnellen,UR,335,0.003236,1,2024-09-30,6,0.2,2024-10-21,0.012689,84,2024-05-13,0.607029,190,123,847,0.944625,2024-04-15,12.5844,5.1456,5965,2439,2023-09-01,2024-08-31,210.8017,99920,99856,64,0,0,0,2023-10-01,2024-09-30
1210,Hospental,UR,338,0.0,0,2024-09-30,0,,2024-10-21,0.003014,16,2024-01-24,0.203883,21,82,190,0.966997,2022-12-31,7.5257,4.8119,1320,844,2023-09-01,2024-08-31,42.1779,7398,7382,16,0,0,0,2023-10-01,2024-09-30
1211,Isenthal,UR,235,0.01087,3,2024-09-30,0,,2024-10-21,0.002017,9,2023-08-19,0.896104,207,24,353,0.9125,2024-02-01,6.9521,2.5643,3191,1177,2023-09-01,2024-08-31,11.2048,5143,5135,7,0,0,0,2023-10-01,2024-09-30
1212,Realp,UR,338,0.033333,3,2024-09-30,0,,2024-10-21,0.015939,80,2024-04-15,0.294872,23,55,199,0.876582,2024-04-30,5.5425,3.7908,848,580,2023-09-01,2024-08-31,94.8693,14515,14443,72,0,0,0,2023-10-01,2024-09-30
1213,Schattdorf,UR,136,0.034132,124,2024-09-30,38,3.3,2024-10-21,0.117314,5090,2024-10-07,0.471582,614,688,739,0.947539,2024-10-16,6.7745,2.5552,37040,13971,2023-09-01,2024-08-31,4.1413,22643,17545,3749,0,1349,0,2023-10-01,2024-09-30
1214,Seedorf (UR),UR,226,0.040256,44,2024-09-30,2,22.0,2024-10-21,0.088869,1077,2024-10-07,0.535593,316,274,440,0.913121,2024-10-19,5.3772,2.9433,11104,6078,2023-09-01,2024-08-31,31.2019,64432,63641,791,0,0,0,2023-10-01,2024-09-30
1215,Seelisberg,UR,334,0.026,13,2024-09-30,0,,2024-10-21,0.047176,375,2024-07-08,0.507418,171,166,389,0.964143,2024-10-01,8.9178,4.9717,6617,3689,2023-09-01,2024-08-31,0.3706,275,0,275,0,0,0,2023-10-01,2024-09-30
1216,Silenen,UR,236,0.016094,22,2024-09-30,5,4.4,2024-10-21,0.068057,969,2024-10-07,0.615385,480,300,1384,0.989936,2024-10-04,4.5271,2.8261,9448,5898,2023-09-01,2024-08-31,238.2175,497160,496457,703,0,0,0,2023-10-01,2024-09-30
1217,Sisikon,UR,327,0.041667,10,2024-09-30,2,5.0,2024-10-21,0.060352,144,2024-04-15,0.522124,59,54,171,0.868502,2024-04-15,4.6243,3.1395,1797,1220,2023-09-01,2024-08-31,0.2753,107,0,107,0,0,0,2023-10-01,2024-09-30
1218,Spiringen,UR,235,0.007168,4,2024-09-30,0,,2024-10-21,0.021318,321,2024-05-13,0.651899,309,165,825,0.96151,2024-01-05,6.2149,4.287,5361,3698,2023-09-01,2024-08-31,0.2956,255,0,255,0,0,0,2023-10-01,2024-09-30
1219,Unterschächen,UR,235,0.006608,3,2024-09-30,3,1.0,2024-10-21,0.007689,83,2024-04-15,0.82093,353,77,715,0.971162,2024-10-14,4.9254,3.4448,3566,2494,2023-09-01,2024-08-31,14.9365,10814,10752,62,0,0,0,2023-10-01,2024-09-30
1220,Wassen,UR,338,0.013468,4,2024-09-30,0,,2024-10-21,0.005468,31,2023-10-16,0.592742,147,101,374,0.946728,2023-07-13,5.68,4.0706,2414,1730,2023-09-01,2024-08-31,738.3647,313805,313783,22,0,0,0,2023-10-01,2024-09-30
1301,Einsiedeln,SZ,137,0.035797,385,2024-09-30,20,19.3,2024-10-21,0.081231,10710,2024-10-07,0.423179,1592,2170,2215,0.961706,2024-10-22,5.0571,2.2227,83594,36741,2023-09-01,2024-08-31,0.5626,9299,259,7908,0,1132,0,2023-10-01,2024-09-30
1311,Gersau,SZ,327,0.041885,64,2024-09-30,1,64.0,2024-10-21,0.073491,1247,2024-10-07,0.465361,309,355,506,0.947368,2024-10-04,5.6559,3.339,13668,8069,2023-09-01,2024-08-31,0.7051,1704,761,888,0,56,0,2023-10-01,2024-09-30
1321,Feusisberg,SZ,227,0.054446,300,2024-09-30,10,30.0,2024-10-21,0.099185,3848,2024-10-07,0.447343,463,572,140,0.736216,2024-08-28,6.3191,2.2538,35201,12555,2023-09-01,2024-08-31,1.3009,7247,4551,2696,0,0,0,2023-10-01,2024-09-30
1322,Freienbach,SZ,112,0.05389,789,2024-09-30,39,20.2,2024-10-21,0.057435,5232,2024-10-07,0.250505,620,1855,945,0.95,2024-10-24,6.3076,1.7458,106415,29453,2023-09-01,2024-08-31,0.2848,4805,1113,3692,0,0,0,2023-10-01,2024-09-30
1323,Wollerau,SZ,112,0.063161,394,2024-09-30,7,56.3,2024-10-21,0.061126,2336,2024-10-07,0.331206,519,1048,295,0.886245,2024-10-18,6.0259,2.0381,45887,15520,2023-09-01,2024-08-31,1.49,11346,9699,1647,0,0,0,2023-10-01,2024-09-30
1331,Küssnacht (SZ),SZ,216,0.041075,411,2024-09-30,13,31.6,2024-10-21,0.109166,10976,2024-10-07,0.46074,1109,1298,1162,0.941937,2024-10-15,5.3453,2.1271,76016,30249,2023-09-01,2024-08-31,2.3563,33509,352,7680,0,25478,0,2023-10-01,2024-09-30
1341,Altendorf,SZ,137,0.053544,309,2024-09-30,9,34.3,2024-10-21,0.094796,4767,2024-10-07,0.422628,579,791,841,0.947301,2024-09-30,5.3899,2.3905,39244,17405,2023-09-01,2024-08-31,41.6321,303123,299806,3317,0,0,0,2023-10-01,2024-09-30
1342,Galgenen,SZ,227,0.043867,103,2024-09-30,2,51.5,2024-10-21,0.111692,3994,2024-10-07,0.410935,466,668,726,0.971787,2024-09-12,3.6341,1.9504,19652,10547,2023-09-01,2024-08-31,6.2231,33652,1554,2829,0,29269,0,2023-10-01,2024-09-30
1343,Innerthal,SZ,237,0.013699,2,2024-09-30,0,,2024-10-21,0.057822,180,2024-06-03,0.709091,117,48,186,0.862408,2023-03-02,6.0948,4.0523,1119,744,2023-09-01,2024-08-31,0.7081,130,0,130,0,0,0,2023-10-01,2024-09-30
1344,Lachen,SZ,137,0.047729,289,2024-09-30,11,26.3,2024-10-21,0.05622,2383,2024-10-07,0.2728,341,909,316,0.942238,2024-10-16,6.0111,1.6783,58398,16305,2023-09-01,2024-08-31,0.1727,1678,0,1678,0,0,0,2023-10-01,2024-09-30
1345,Reichenburg,SZ,226,0.035398,104,2024-09-30,4,26.0,2024-10-21,0.196317,5618,2024-10-07,0.335556,302,598,597,0.988119,2024-07-02,4.2966,1.7741,18130,7486,2023-09-01,2024-08-31,0.9541,4026,66,3959,0,0,0,2023-10-01,2024-09-30
1346,Schübelbach,SZ,136,0.022945,199,2024-09-30,3,66.3,2024-10-21,0.07981,4160,2024-10-07,0.358183,615,1102,961,0.980593,2024-10-14,4.035,1.816,39412,17738,2023-09-01,2024-08-31,7.6716,74933,72017,2917,0,0,0,2023-10-01,2024-09-30
1347,Tuggen,SZ,226,0.037729,103,2024-09-30,4,25.8,2024-10-21,0.129694,4732,2024-10-07,0.620979,444,271,475,0.957361,2024-10-15,5.4894,2.6047,18565,8809,2023-09-01,2024-08-31,1.0195,3448,0,3448,0,0,0,2023-10-01,2024-09-30
1348,Vorderthal,SZ,236,0.007308,6,2024-09-30,0,,2024-10-21,0.054955,559,2024-07-08,0.595628,218,148,485,0.970353,2024-02-02,3.7653,2.4271,3641,2347,2023-09-01,2024-08-31,74.8811,72410,72017,393,0,0,0,2023-10-01,2024-09-30
1349,Wangen (SZ),SZ,136,0.033652,102,2024-09-30,0,,2024-10-21,0.139198,5810,2024-10-07,0.536585,704,608,609,0.973644,2024-10-09,5.1242,2.4111,29242,13759,2023-09-01,2024-08-31,0.7554,4311,162,4149,0,0,0,2023-10-01,2024-09-30
1361,Alpthal,SZ,327,0.013861,7,2024-09-30,0,,2024-10-21,0.052692,369,2024-10-07,0.523466,145,132,221,0.913761,2024-07-30,7.8174,4.1842,4839,2590,2023-09-01,2024-08-31,0.4184,259,0,259,0,0,0,2023-10-01,2024-09-30
1362,Arth,SZ,136,0.037976,280,2024-09-30,14,20.0,2024-10-21,0.126335,8814,2024-10-07,0.470588,1048,1179,1599,0.959138,2024-09-19,4.4112,2.0879,55343,26195,2023-09-01,2024-08-31,0.494,6198,0,6198,0,0,0,2023-10-01,2024-09-30
1363,Illgau,SZ,335,0.007619,4,2024-09-30,1,4.0,2024-10-21,0.062529,410,2024-07-08,0.755,151,49,270,0.959184,2024-01-19,5.3931,2.0789,4431,1708,2023-09-01,2024-08-31,0.3712,305,0,305,0,0,0,2023-10-01,2024-09-30
1364,Ingenbohl,SZ,327,0.034715,191,2024-09-30,5,38.2,2024-10-21,0.104949,5454,2024-10-07,0.549849,728,596,890,0.970627,2024-05-07,4.2501,2.0128,39692,18798,2023-09-01,2024-08-31,0.3777,3527,0,3527,0,0,0,2023-10-01,2024-09-30
1365,Lauerz,SZ,327,0.031957,24,2024-09-30,4,6.0,2024-10-21,0.113122,844,2024-10-07,0.543807,180,151,260,0.9801,2024-06-11,4.4393,2.5132,5043,2855,2023-09-01,2024-08-31,0.7579,861,248,613,0,0,0,2023-10-01,2024-09-30
1366,Morschach,SZ,327,0.040767,34,2024-09-30,8,4.3,2024-10-21,0.04313,593,2024-10-07,0.392354,195,302,380,0.943011,2024-08-23,12.7188,4.704,15639,5784,2023-09-01,2024-08-31,0.357,439,27,412,0,0,0,2023-10-01,2024-09-30
1367,Muotathal,SZ,316,0.019774,49,2024-09-30,6,8.2,2024-10-21,0.112372,3506,2024-10-07,0.710502,778,317,1095,0.969027,2024-09-24,5.4561,2.0471,19153,7186,2023-09-01,2024-08-31,46.6158,163640,160478,2267,0,894,0,2023-10-01,2024-09-30
1368,Oberiberg,SZ,338,0.033439,21,2024-09-30,2,10.5,2024-10-21,0.063843,793,2024-07-08,0.313364,136,298,334,0.893023,2024-09-10,16.7083,7.7749,14192,6604,2023-09-01,2024-08-31,0.9053,769,183,585,0,0,0,2023-10-01,2024-09-30
1369,Riemenstalden,SZ,335,0.0,0,2024-09-30,0,,2024-10-21,0.015007,22,2024-09-09,0.837838,31,6,75,0.933333,2023-08-24,11.3086,2.0123,916,163,2023-09-01,2024-08-31,0.1975,16,0,16,0,0,0,2023-10-01,2024-09-30
1370,Rothenthurm,SZ,326,0.019715,36,2024-09-30,1,36.0,2024-10-21,0.116352,2906,2024-10-07,0.683135,401,186,354,0.960204,2024-09-05,5.0684,2.4341,13041,6263,2023-09-01,2024-08-31,0.7664,1972,0,1972,0,0,0,2023-10-01,2024-09-30
1371,Sattel,SZ,237,0.022282,33,2024-09-30,4,8.3,2024-10-21,0.067748,1307,2024-10-07,0.48871,303,317,582,0.928903,2024-10-04,5.2225,2.6801,10772,5528,2023-09-01,2024-08-31,0.5251,1083,122,961,0,0,0,2023-10-01,2024-09-30
1372,Schwyz,SZ,137,0.039269,421,2024-09-30,39,10.8,2024-10-21,0.10601,13172,2024-10-07,0.457815,1362,1613,2094,0.931288,2024-08-16,6.2201,1.7609,99129,28063,2023-09-01,2024-08-31,6.7488,107555,86285,9622,0,11648,0,2023-10-01,2024-09-30
1373,Steinen,SZ,326,0.027104,67,2024-09-30,1,67.0,2024-10-21,0.145679,3909,2024-10-07,0.471591,332,372,562,0.946896,2024-08-12,3.814,1.807,14629,6931,2023-09-01,2024-08-31,2.1785,8356,5482,2874,0,0,0,2023-10-01,2024-09-30
1374,Steinerberg,SZ,327,0.044183,30,2024-09-30,2,15.0,2024-10-21,0.096626,882,2024-10-07,0.676349,163,78,226,0.947262,2023-11-06,3.9346,2.2001,3752,2098,2023-09-01,2024-08-31,0.6711,640,0,640,0,0,0,2023-10-01,2024-09-30
1375,Unteriberg,SZ,326,0.015456,30,2024-09-30,1,30.0,2024-10-21,0.038156,831,2024-09-09,0.492308,384,396,436,0.807973,2024-09-24,5.1253,2.9144,12560,7142,2023-09-01,2024-08-31,0.2257,553,0,553,0,0,0,2023-10-01,2024-09-30
1401,Alpnach,OW,326,0.028772,127,2024-09-30,7,18.1,2024-10-21,0.126612,6990,2024-10-07,0.578616,644,469,973,0.808527,2024-09-17,5.5797,1.9395,35250,12253,2023-09-01,2024-08-31,3.4318,21681,15462,5221,0,998,0,2023-10-01,2024-09-30
1402,Engelberg,OW,314,0.026957,73,2024-09-30,6,12.2,2024-10-21,0.031394,1264,2024-10-07,0.414765,618,872,811,0.779736,2024-08-07,8.7463,3.549,38090,15456,2023-09-01,2024-08-31,40.0482,174410,173341,899,0,169,0,2023-10-01,2024-09-30
1403,Giswil,OW,338,0.020021,56,2024-09-30,5,11.2,2024-10-21,0.09022,4036,2024-10-07,0.649796,796,429,1342,0.885478,2024-09-12,5.1245,2.533,19883,9828,2023-09-01,2024-08-31,32.9673,127913,124934,2979,0,0,0,2023-10-01,2024-09-30
1404,Kerns,OW,326,0.039438,174,2024-09-30,10,17.4,2024-10-21,0.077267,4473,2024-10-07,0.592877,849,583,1408,0.863484,2024-09-27,5.1896,2.2368,33564,14467,2023-09-01,2024-08-31,8.0599,52128,48759,3368,0,0,0,2023-10-01,2024-09-30
1405,Lungern,OW,338,0.026823,39,2024-09-30,3,13.0,2024-10-21,0.068009,1668,2024-09-09,0.617744,564,349,782,0.968018,2024-09-13,7.001,3.3929,14485,7020,2023-09-01,2024-08-31,2.3417,4845,3581,1264,0,0,0,2023-10-01,2024-09-30
1406,Sachseln,OW,314,0.03892,124,2024-09-30,7,17.7,2024-10-21,0.121246,4949,2024-10-07,0.654418,748,395,936,0.876476,2024-10-10,7.4872,2.2752,39260,11930,2023-09-01,2024-08-31,1.4429,7566,3997,3569,0,0,0,2023-10-01,2024-09-30
1407,Sarnen,OW,134,0.037726,282,2024-09-30,22,12.8,2024-10-21,0.110573,11113,2024-10-07,0.623957,1495,901,2119,0.970759,2024-10-15,7.1197,2.5502,76871,27535,2023-09-01,2024-08-31,1.3001,14037,3274,8153,0,2610,0,2023-10-01,2024-09-30
1501,Beckenried,NW,327,0.040462,98,2024-09-30,10,9.8,2024-10-21,0.070247,1231,2024-10-07,0.505428,419,410,664,0.971373,2024-10-02,6.2591,2.9475,23707,11164,2023-09-01,2024-08-31,3.3882,12833,11958,875,0,0,0,2023-10-01,2024-09-30
1502,Buochs,NW,326,0.038525,139,2024-09-30,2,69.5,2024-10-21,0.154403,5139,2024-10-07,0.470975,430,483,495,0.992248,2024-10-18,4.5303,2.1034,25229,11714,2023-09-01,2024-08-31,0.7921,4411,152,4059,0,200,0,2023-10-01,2024-09-30
1503,Dallenwil,NW,326,0.033385,43,2024-09-30,2,21.5,2024-10-21,0.077499,1232,2024-10-07,0.408397,214,310,432,0.955045,2024-07-04,6.5977,2.5087,12190,4635,2023-09-01,2024-08-31,44.1746,81617,80773,845,0,0,0,2023-10-01,2024-09-30
1504,Emmetten,NW,327,0.033997,41,2024-09-30,2,20.5,2024-10-21,0.055369,477,2024-10-07,0.516722,309,289,371,0.948141,2024-01-11,6.3638,3.2766,10956,5641,2023-09-01,2024-08-31,0.1963,338,0,338,0,0,0,2023-10-01,2024-09-30
1505,Ennetbürgen,NW,327,0.048751,164,2024-09-30,5,32.8,2024-10-21,0.060565,1968,2024-10-07,0.466589,398,455,441,0.899236,2024-07-16,5.2265,2.5018,28268,13531,2023-09-01,2024-08-31,0.2929,1584,0,1584,0,0,0,2023-10-01,2024-09-30
1506,Ennetmoos,NW,326,0.025561,41,2024-09-30,5,8.2,2024-10-21,0.109094,1995,2024-10-28,0.617871,325,201,496,0.96872,2024-10-01,4.6761,1.9077,11160,4553,2023-09-01,2024-08-31,1.8885,4507,2895,1612,0,0,0,2023-10-01,2024-09-30
1507,Hergiswil (NW),NW,217,0.052075,246,2024-09-30,4,61.5,2024-10-21,0.057804,1388,2024-10-07,0.392016,383,594,462,0.956782,2024-04-29,5.11,2.3375,31399,14363,2023-09-01,2024-08-31,0.2095,1287,203,1084,0,0,0,2023-10-01,2024-09-30
1508,Oberdorf (NW),NW,136,0.03499,69,2024-09-30,5,13.8,2024-10-21,0.123205,3115,2024-10-07,0.571685,319,239,217,0.645296,2024-10-17,5.0471,2.3065,15532,7098,2023-09-01,2024-08-31,2.1463,6605,1628,2317,0,2660,0,2023-10-01,2024-09-30
1509,Stans,NW,136,0.046572,267,2024-09-30,38,7.0,2024-10-21,0.112511,6741,2024-10-28,0.569061,721,546,213,0.780179,2024-07-01,11.0013,2.2075,87812,17620,2023-09-01,2024-08-31,0.721,5755,0,5265,0,491,0,2023-10-01,2024-09-30
1510,Stansstad,NW,137,0.035765,126,2024-09-30,3,42.0,2024-10-21,0.153614,3468,2024-10-07,0.553957,385,310,547,0.974882,2024-09-26,4.0953,2.1553,20415,10744,2023-09-01,2024-08-31,0.5559,2771,0,2771,0,0,0,2023-10-01,2024-09-30
1511,Wolfenschiessen,NW,327,0.025,30,2024-09-30,2,15.0,2024-10-21,0.051363,859,2024-10-07,0.693467,414,183,951,0.992944,2024-09-09,8.5192,2.2523,17967,4750,2023-09-01,2024-08-31,22.6245,47715,47105,610,0,0,0,2023-10-01,2024-09-30
1630,Glarus Nord,GL,136,0.030736,404,2024-09-30,43,9.4,2024-10-21,0.100476,16265,2024-10-07,0.367225,1972,3398,3002,0.854286,2024-10-23,5.0963,2.0941,101420,41674,2023-09-01,2024-08-31,4.3084,85740,43505,11859,0,1988,28388,2023-10-01,2024-09-30
1631,Glarus Süd,GL,334,0.029431,180,2024-09-30,31,5.8,2024-10-21,0.062449,7281,2024-10-07,0.557648,2873,2279,4347,0.89436,2024-10-23,8.7692,3.8431,83702,36682,2023-09-01,2024-08-31,98.3742,938982,933561,5421,0,0,0,2023-10-01,2024-09-30
1632,Glarus,GL,136,0.030098,240,2024-09-30,20,12.0,2024-10-21,0.078619,6524,2024-10-07,0.290444,1079,2636,1804,0.863964,2024-10-22,8.9381,2.0888,112259,26235,2023-09-01,2024-08-31,13.8237,173620,168990,4630,0,0,0,2023-10-01,2024-09-30
1701,Baar,ZG,122,0.048979,868,2024-09-30,13,66.8,2024-10-21,0.105671,15127,2024-10-07,0.210137,597,2244,1605,0.966522,2024-09-30,6.516,1.416,164593,35769,2023-09-01,2024-08-31,1.2873,32518,18260,11291,0,2967,0,2023-10-01,2024-09-30
1702,Cham,ZG,122,0.131798,1980,2024-09-30,27,73.3,2024-10-21,0.119859,11655,2024-10-07,0.342275,689,1324,856,0.933008,2024-09-27,5.6048,1.6867,101463,30534,2023-09-01,2024-08-31,1.1256,20377,7571,8443,0,4363,0,2023-10-01,2024-09-30
1703,Hünenberg,ZG,122,0.055826,390,2024-09-30,17,22.9,2024-10-21,0.148551,10122,2024-10-07,0.457931,664,786,770,0.948313,2024-10-23,5.4639,1.7719,49273,15979,2023-09-01,2024-08-31,1.0622,9579,0,7449,0,2129,0,2023-10-01,2024-09-30
1704,Menzingen,ZG,227,0.051693,145,2024-09-30,8,18.1,2024-10-21,0.089826,3913,2024-10-07,0.4817,408,439,518,0.820313,2024-10-23,3.8238,1.9628,17792,9133,2023-09-01,2024-08-31,2.498,11623,8559,3064,0,0,0,2023-10-01,2024-09-30
1705,Neuheim,ZG,226,0.06516,124,2024-09-30,0,,2024-10-21,0.063509,1290,2024-10-07,0.361702,170,300,229,0.841155,2024-05-06,5.3661,2.4299,12780,5787,2023-09-01,2024-08-31,0.4195,999,0,999,0,0,0,2023-10-01,2024-09-30
1706,Oberägeri,ZG,123,0.0545,241,2024-09-30,4,60.3,2024-10-21,0.085462,4005,2024-09-09,0.435603,531,688,932,0.925161,2024-09-30,3.9228,2.1715,25820,14293,2023-09-01,2024-08-31,0.4749,3126,62,3064,0,0,0,2023-10-01,2024-09-30
1707,Risch,ZG,122,0.14527,3897,2024-09-30,16,243.6,2024-10-21,0.140377,9952,2024-10-07,0.375,465,775,492,0.881425,2024-07-23,9.7325,1.7753,111423,20325,2023-09-01,2024-08-31,0.6284,7194,0,7194,0,0,0,2023-10-01,2024-09-30
1708,Steinhausen,ZG,122,0.051445,356,2024-09-30,16,22.3,2024-10-21,0.139229,7433,2024-09-09,0.293419,321,773,457,0.984137,2024-10-01,5.9364,1.3458,62029,14062,2023-09-01,2024-08-31,0.5147,5378,0,5378,0,0,0,2023-10-01,2024-09-30
